, Tweet,TweetClean_NonPT,TweetClean_PT
3899,"@IndosatCare signal 4G ku ilang2an min, & 3Gnya gabisa digunakan sya diwilayah Jakarta Utara dgn no 085763454070 kuota masih banyak sedangkan masa aktifnya & perpanjangan tiap hari kan syg min",min gabisa diwilayah jakarta utara no kuota min,min gabisa diwilayah jakarta utara no kuota min
3900,@IndosatCare admin untuk menonaktifkan no hp bagaimana ya? hp saya hilang soalnya,admin,admin
3901,"kuota gw masih banyak, knp mau dpake susah banget????pic.twitter.com/2VSphTcFJz",kuota dpake,kuota dpake
3902,"@IndosatCare maaf keluhan saya panjang, jadi saya buat lewat screenshot..pic.twitter.com/YFscoLdNrO",maaf,maaf
3903,@IndosatCare yg dimaksud unlimited itu unlimited apa aja ya tantepic.twitter.com/3wOu1SeEyI,,
3904,"@IndosatCare @IndosatCare min, aq udah beli paket internet kok pulsa tetep kepotong, masak ini langsung habis 60ribu dalam 1 menit pic.twitter.com/pBOxZ5bT9K",min aq paket internet pulsa menit,min aq paket internet pulsa menit
3905,"@IndosatCare 
Indosat kok pulsa saya Kok diambil sih rp 39600 Padahal saat itu Data selulernya saya matikan tolong dong pihak indosat kembalikan pulsa saya saya ada buktinya kok..Walaupun udh lama kejadiannya pulsa segitu masih sangat banyak pic.twitter.com/zivpp5YS9p",pulsa sih rp data pulsa pulsa,pulsa sih rp data pulsa pulsa
3906,"@IndosatCare REMINDER !!!!
DM gak dibalaspic.twitter.com/9s5pnT1M9F",,
3907,"@IndosatCare ini yg dimaksud unlimited, apps nya apa aja?pic.twitter.com/AV5VBtaO38",,
3908,"Sudah on off sama saja

Diluar & ruangan
Xiaomi a1pic.twitter.com/BJ3DUrIp2Q",ruang xiaomi,ruang xiaomi
3909,@IndosatCare sinyal begini diblg normal? Hadehhh indosattpic.twitter.com/ixBEmfDRpM,sinyal diblg,sinyal diblg
3910,@IndosatCare paket ku erorr min lihat masih ada kuota tp pulsa ludes terpotong.. kuota tetap di angka segitupic.twitter.com/TpAkGMKSGH,paket ku erorr min kuota pulsa ludes kuota angka,paket ku erorr min kuota pulsa ludes kuota angka
3911,"@YLKI_ID
@IndosatCare
Stelah nunggu CS indosat yg sedang sibuk sekitar 30mnt lbih, smbil dengerin iklan iring indosat sampe hapal 3 lagu, 
cuma untuk prbaikan FUP jebakan 30kb/s indosat, eh skrang di sruh nunggu lgi 1x24 jam.
rugi uang, kuota, dn rugi wktu. 
Terimakasih Indosat.pic.twitter.com/5l2moiXejR",id stelah cs sibuk dengerin iklan iring hapal lagu fup kb eh skrang sruh jam uang kuota,id stelah cs sibuk dengerin iklan iring hapal lagu fup kb eh skrang sruh jam uang kuota
3912,"@IndosatCare aruh apa""an ini internet, minta perbaikan dong pic.twitter.com/5C0AlHzQ9R",an internet,an internet
3913,Pindah aja ke si merahpic.twitter.com/mDZV8d1u7c,,
3914,Buka medsos facebook sama Twitter gitu terus pic.twitter.com/9Q7yoJvGdF,media,media
3915,"Beli paket yellow pulsa terpotong paket tidak masuk,, dm nggak dibalespic.twitter.com/N5mgTEw4FP",pulsa paket dm,pulsa paket dm
3916,"no saya 08563024010...

tolong ini sangat mengganggu sekali
penawaran ini tidak menarik sekalipic.twitter.com/L1KIPUHfIH",no kali tarik,no kali tarik
3917,@IndosatCare ini speed nya knp lemot parah padahal udh berapa kali ganti paket trusss masih aja gini gimna sih pic.twitter.com/cy4xzb5Tav,speed parah kali ganti gini gimna,speed parah kali ganti gini gimna
3918,Kok di aplikasi my im3 ada unlimited apps sehari hari? Gojek Twitter Instagram bbm dll. Instagram di cantumkan di situ. Coba admin cek dah di app my im3 di paket unlimited . Kalo tidak termasuk benefit kenapa di cantumkan di promonya? Thanks.pic.twitter.com/I9HwqulQSW,aplikasi instagram admin cek benefit,aplikasi instagram admin cek benefit
3919,"@IndosatCare punya kuota segini tapi internetnya ga maksimal, apa kalo im3 ada fup nya kalo pake kuota?pic.twitter.com/NeW1ZRGAdN",kuota fup,kuota fup
3920,"@IndosatCare WOYYYY ini gak bisa kenapa?! Diperbaiki dong, 4G aja masih gini, gaya amat debut 5G lol pic.twitter.com/hCCR5vAFfu",gini gaya,gini gaya
3921,@IndosatCare Admin tolong Nonaktifkan sms otomatis 808 Dan balikin pulsa 4000 saya ... No. 081573693144pic.twitter.com/Z5Q46UIu2d,admin sms balikin pulsa no,admin sms balikin pulsa no
3922,"@IndosatCare dari sore sinyal. Gapernaha da. Sekalinya ada tapi gak ada tulisan jaringan 4G, 3G, H+ atau yg lain sebagainya. Tolong ya ini kenapa, sangat mengganggu sekaligus, sudah sering sekali kaya gini akhir2 inipic.twitter.com/ppFJEoNwQ7",sore sinyal gapernaha da kali jaring ya kali,sore sinyal gapernaha da kali jaring ya kali
3923,@IndosatCare udah 2jam lebih begini bapuk !!! Kabupaten bogorpic.twitter.com/bcdKShtC9Q,bapuk kabupaten,bapuk kabupaten
3924,@IndosatCare Tolong penjelasan nya !!!pic.twitter.com/1pgmQdL7Sj,,
3925,"Sudah sy coba lagi, balasannya spt inipic.twitter.com/7zKyg0jvQS",coba,coba
3926,@IndosatCare perpanjangan gagal teruspic.twitter.com/EMFAbX7PQi,,
3927,@IndosatCare tidak bisa berlangganan dari kemaren siang. Dana lebih dari cukup. Mohon bantuannyapic.twitter.com/PWtoJ8bTUG,langgan kemaren siang dana mohon,langgan kemaren siang dana mohon
3928,"@IndosatCare min, aq udah beli paket internet kok pulsa tetep kepotong, balikin pulsanya, masak ini langsung habis 60ribu dalam 1 menit pic.twitter.com/zDHyeEoRDC",min aq paket internet pulsa menit,min aq paket internet pulsa menit
3929,"@IndosatCare UDAH SEMINGGU MIN, INTERNET SAYA BEGINI, SAYA UDAH KOMPLAIN BERKALI KALI, GAADA RESPON SAMA SEKALIpic.twitter.com/PJ8xgdumUf",min internet kali respon,min internet kali respon
3930,@IndosatCare sms nya kok masih bayar ? Gimana ini ?pic.twitter.com/zidUJXpBmA,sms,sms
3931,"@IndosatCare hay min, td ga sengaja saya kan lagi nontn youtube ya, tb tb dapat kayak promo dari indosat.
Ini beneran apa tdk ya min?pic.twitter.com/VyCyBB1KkE",beneran ya,beneran ya
3932,@IndosatCare kenapa sinyal indosat hilang..pic.twitter.com/xbNwFKjo2y,sinyal,sinyal
3933,"Saya menggunakan paket ini kok, dan masih ada quotanya, saya lihat berdasarkan aplikasi.pic.twitter.com/hiKm5jhtGd",paket dasar,paket dasar
3934,@IndosatCare sudah beberapa hari ini jaringan intertnya lambat bgt macam keong kenapa ini?pic.twitter.com/oLaOFrs6kK,jaring banget,jaring banget
3935,@IndosatCare min ini napa ya kaga bs beli paketpic.twitter.com/B6YOW3WHRy,min ya,min ya
3936,@IndosatCare tolong basmi rampok pulsa kayak ini. Nggak lakuin apa2 tiba2 kita diregistrasipic.twitter.com/Ehs5XpJZZb,basmi rampok pulsa lakuin,basmi rampok pulsa lakuin
3937,@IndosatCare kenapa saat penginputan kode voucher.  Tampilannya seperti ini mulu ya min. pic.twitter.com/AFZrpmhnE0,penginputan kode voucher tampilannya mulu ya min,penginputan kode voucher tampilannya mulu ya min
3938,Udah gituh ada sms ini inihpic.twitter.com/3WvIttrFyO,sms,sms
3939,@IndosatCare kak saya mau beli diamond di game Love Nikki pakai pulsa tapi kok begini ya???? padahal sebelumnya saya transaksi selalu berhasil. tolong dong responnya. makasih pic.twitter.com/NkKQ7NOj3S,pulsa ya transaksi hasil,pulsa ya transaksi hasil
3940,"@IndosatCare admin yg sabar dan baik. Tolongin dong ini knp sinyalnya slalu di 30kb-an? Ini padahal malem loh. Kirain bakal lbh cepet dari siang tp sama aja. Dari kemarin gini mulu. Mau nntn youtube 480p aja susah bgt. :"") kouta masih banyak bgt. Habis dlm wkt 6 hari. Nyesek. pic.twitter.com/XlNKBRokAP",sabar tolongin siang kemarin gini mulu susah banget banget nyesek,sabar tolongin siang kemarin gini mulu susah banget banget nyesek
3941,Sy menunggu tanggapan pihak management PT. Indosat (Tbk) bukan kata2 klise #IndosatNATOpic.twitter.com/AXSNGo2ihF,,
3942,@IndosatCare Indosat memang luar biasa. Minta solusi min.pic.twitter.com/HMxaK6AvXp,solusi,solusi
3943,@IndosatCare mohon segera dicek dm saya terimakasihpic.twitter.com/Vn5twVb0Wm,mohon dicek dm,mohon dicek dm
3944,"@IndosatCare parah amat ya jaringan M3... lokasi Gang Haji Atim 1, RT 5, RW 6, Cilodong, Depokpic.twitter.com/Q2boGnI2gQ",parah ya jaring lokasi gang haji atim,parah ya jaring lokasi gang haji atim
3945,"@IndosatCare kalo boleh tau pembatasannya berapa min? Biar saya ga numpuk kuota mulu, masih sisa segini lohpic.twitter.com/IztDSS9C6v",batas min numpuk kuota mulu sisa,batas min numpuk kuota mulu sisa
3946,"@IndosatCare min jaringan kenapa no service dr siang, udah di restart, dibersihin kuningan simcard masih sama. Tlg dicek dong greget bgt pic.twitter.com/Elmo5YqfSL",min,min
3947,Saya belinya paket yg 100rbu kok malah dptnya paket yg 70rb. Nih bagaimna??pic.twitter.com/b2mNso94uQ,paket dptnya paket rb,paket dptnya paket rb
3948,@IndosatCare koneksi ampas pic.twitter.com/EUz81dH36O,koneksi,koneksi
3949,@IndosatCare  Tlg dinon aktifkan konten 99169 n 90777 dan saya minta dbalikkin pulsa yg terpotongnya itu..  @aduanBRTIpic.twitter.com/BxloGb9o05,konten dbalikkin pulsa,konten dbalikkin pulsa
3950,@IndosatCare hallo. Sy pemilik nomer 085536776672. Pulsa sy tersedot 6.300 mhn segera di prosespic.twitter.com/0N0sjyYYqE,hallo milik nomer pulsa,hallo milik nomer pulsa
3951,"@IndosatCare 
Mimin tolong dong gimana cara stop/unreg nya.
Sdh coba umb ke 726, sms stop/unreg ke 726 gk bisa jawaban tidak ada layana apapun. 
Makasih pic.twitter.com/NZNOxB8KVs",mimin henti unreg umb kah sms henti unreg kah layana,mimin henti unreg umb kah sms henti unreg kah layana
3952,"@IndosatCare jaringan ngaco di tengah kota jakarta, TB Simatupang, Plaza Oleospic.twitter.com/YWuQl2TgoO",jaring ngaco kota jakarta tb simatupang plaza,jaring ngaco kota jakarta tb simatupang plaza
3953,@IndosatCare ini knp -_- putus dari server? Pantes buka medsos lama banget. pic.twitter.com/sVVvvhemGe,putus media banget,putus media banget
3954,@IndosatCare aplikasi myIm3 sering susah diakses.pic.twitter.com/X9S5co7s3L,aplikasi,aplikasi
3955,@IndosatCare informasinya kenapa seperti ini dan tolong di responpic.twitter.com/itYXst3dlK,,
3956,@IndosatCare aplikasi myim3 kok tidak menampilkan sisa quota pascabayar sepeti yg sebelumnya ya?pic.twitter.com/9s2qej9O6P,aplikasi tampil sisa quota sepeti,aplikasi tampil sisa quota sepeti
3957,@IndosatCare  ini gmn maksudnyapic.twitter.com/UEu3vqd5OZ,,
3958,Tolong bales DM @IndosatCare sudah sejam lebih dikacangin indosat :(pic.twitter.com/5nROVyk5Zi,,
3959,gak ada pemberitauan tiba2 pulsa kepotong 085790690379#27 nov# 10000 tolong dibantupic.twitter.com/idyLq1S4NH,pemberitauan pulsa nov,pemberitauan pulsa nov
3960,"Jangan seperti saya.
Mesampainyesal dikemudianpic.twitter.com/NafewsQXZr",,
3961,Jangan sampai seperti saya jadi korban.. menyesal dikemudianpic.twitter.com/O3k0JWxWJp,korban,korban
3962,@IndosatCare gimana ini?sinyal 3 bar...4G...tp buka app IM3 aja seperempat jam blm kebukapic.twitter.com/u0B5GMyoft,sinyal bar app jam,sinyal bar app jam
3963,Kuota yang sia sia pic.twitter.com/8TeSH5xWiE,kuota sia,kuota sia
3964,@IndosatCare min admin gmn ini min. Apakah solusinya pasang wifi min biar ga kaya gini  pic.twitter.com/vop5rZ6rAB,min admin bagamana min wifi min kaya,min admin bagamana min wifi min kaya
3965,@IndosatCare ga bisa beli paket di myim3pic.twitter.com/gczgx1yTQ2,paket,paket
3966,"@IndosatCare permisi min, kok saya ga bisa beli paket data di aplikasi? malah gagal pic.twitter.com/QuXXBTHcOo",permisi min paket data aplikasi,permisi min paket data aplikasi
3967,@IndosatCare ini kenapa ya min?pic.twitter.com/h6bR0pAjoQ,,
3968,"@IndosatCare haii kk. Bisa bantu.  Saya gak pernah langganan layanan seperti ini kok selalu dapat sms, dan pulsa kepotong terus.pic.twitter.com/n6QluoLJaR",kk bantu langgan layan sms pulsa,kk bantu langgan layan sms pulsa
3969,@IndosatCare lagi gangguan kah?pic.twitter.com/MvgiTfCgZO,,
3970,@IndosatCare kenapa sering kaya gini padahal data lagi offpic.twitter.com/IGuq4wGjZN,data,data
3971,@IndosatCare paket ini bisa digabung sama paket yg lain ga?pic.twitter.com/1695c6nTMT,paket paket,paket paket
3972,gak ada pemberitauan tiba2 pulsa kepotong 085790690379#27 nov# 10000 tolong dibantupic.twitter.com/yo4XBLyo0R,pemberitauan pulsa nov,pemberitauan pulsa nov
3973,Tuh min kan saya maketin jam segituh udah aktifpic.twitter.com/8wPA4a71XI,min maketin jam,min maketin jam
3974,"@IndosatCare kenapa pas dicek gak ada? 
Apkah indosat memang hoak?pic.twitter.com/anKa4cJVTE",dicek,dicek
3975,@IndosatCare tolong hentikan sms2 semacam ini ke nomor sayapic.twitter.com/YG7vOvaV59,kah nomor,kah nomor
3976,"@IndosatCare Dari tadi malam sampai siang ini, paketannya belum masuk.pic.twitter.com/7QhQWIVEHX",malam siang,malam siang
3977,Seperti nya tdk ada perbedaan.pic.twitter.com/aoUCrJ84aa,,
3978,Dm ku bales gih min.. Udah 1 minggu gak ada tanggapan,minggu,minggu
3979,"@IndosatCare dari tanggal 26 di suruh kirim ke DM , setelah di kirim ga ada tanggapan lagi ???pic.twitter.com/z5hVxWoMKO",tanggal kirim kah dm kirim,tanggal kirim kah dm kirim
3980,@IndosatCare ini kenapa lemot banget yaaa sinyalnyaaapic.twitter.com/xKVR3tUcTF,banget yaa,banget yaa
3981,@IndosatCare hmmm kok belum diperbaiki aplikasinya?pic.twitter.com/6B2pRpCNQa,hmm,hmm
3982,Udah off tadi. Terus masih begini hasilnya.pic.twitter.com/h3FfWJIR4q,,
3983,@IndosatCare ini kenapa gabisa ya?pic.twitter.com/lXw1E8gDfa,,
3984,@IndosatCare @IM3Ooredoo mohon pencerahannya min kok bisa gini pic.twitter.com/gZz6uJ0ePh,cerah min,cerah min
3985,"@IndosatCare kampret bgt, padahal udah berlanggan. Tp tiba2 gini. Kan sayang bgt 25ribu amblas. pic.twitter.com/2jW8CGR3qw",kampret banget langgan banget,kampret banget langgan banget
3986,"@IndosatCare kok makin parah Indosat,
Udah d DM tp gk ada tanggapan pic.twitter.com/26vgtw88wq",parah dm,parah dm
3987,"@IndosatCare mau nyobain ye kan, tapi gini, lelah hayati. Notifikasi selanjutnya ga pernah ada hmmmpic.twitter.com/gfQfTuVHdj",ye notifikasi,ye notifikasi
3988,"@IndosatCare ini kecepatan apa sih..? 
Cc. @aduanBRTIpic.twitter.com/afPfk2wAlq",,
3989,"@YLKI_ID @IndosatCare 

kelakuan indosat, kena FUP jebakan 30KB/S lagi.
bakal nunggu berhari"" nih buat perbaikan.

gaperlu di cek kak, udah 3x laporan dengan masalah yg sama alamat dan nomor yg sama.
Jdi gak perlu banyak tanya ini itu dgn alasan ini itu. 
bisa langsung perbaiki?pic.twitter.com/72XpfB7HvO",id laku fup kb nih gaperlu cek kak lapor alamat nomor,id laku fup kb nih gaperlu cek kak lapor alamat nomor
3990,Itu kartunya sekali pakai min. Masa aktifnya masih kokpic.twitter.com/tuihVrhkMd,pakai min,pakai min
3991,@IndosatCare apakah sedang ada gangguan jaringan?pic.twitter.com/r0ArdlZ1HB,,
3992,Nih nombernya udah ada...  Tapi mana buktinya kalo bukan hoakpic.twitter.com/x2Co3QIGun,,
3993,"@IndosatCare ini sinyal kok udah 2 mingguan lemot bgt ya..kemaren paling parah sampe E gitu sinyalnya..mohon d atasi dong,,bikin ga nyaman banget..lokasi cileungsi bogor.. pic.twitter.com/JxpT2er0Iu",sinyal minggu banget ya kemaren mohon atasi nyaman banget lokasi cileungsi bogor,sinyal minggu banget ya kemaren mohon atasi nyaman banget lokasi cileungsi bogor
3994,Nih sengaja kemaren pas baru paketin saya ss sisa pulsanyapic.twitter.com/gjCRRluTNM,kemaren paketin ss sisa,kemaren paketin ss sisa
3995,"@IndosatCare pulsa gw pertama tinggal 3500,malah tinggal 350,setiap ngisi pulsa gitu mulupic.twitter.com/yEKf5QIwud",pulsa ngisi pulsa,pulsa ngisi pulsa
3996,"@IndosatCare woii indosat system lo yg rusak, Kuota gw masih banyak  no liat gw screen shot n di bilang sdh melebihi pmakaian rata2 jadi speednya di turunkan secara otomatis, yang gw mau tanya mlebihi rata2ya di mana tolong jlassin dgn details sehingga speed lemot
Bnyk alasan ajepic.twitter.com/qn2sfMeCt9",system kuota no screen shot bilang pmakaian jlassin,system kuota no screen shot bilang pmakaian jlassin
3997,Mau tanya nih pemakaian batas wajar tuh gimana ya? Kalo batas wajar nya ga sesuai dengan kuota yang sudah dibeli sesuai paket rugi dong ya? Apalagi kuota akumulasi nya semakin numpuk dan semakin ga bisa dipake. Jadi batas wajar pemakaian freedom xxl tuh berapa nih? pic.twitter.com/n8yKH4hbpQ,batas ya batas nya kuota paket ya kuota akumulasi nya numpuk batas freedom xxl,batas ya batas nya kuota paket ya kuota akumulasi nya numpuk batas freedom xxl
3998,gak ada pemberitauan tiba2 pulsa kepotong 085790690379#27 nov# 10000 tolong dibantupic.twitter.com/XKvL9uGCDh,pemberitauan pulsa nov,pemberitauan pulsa nov
3999,@IndosatCare ini gimane min udh 2 hari kga bisa pasang paket.pic.twitter.com/K2FwHVt0C9,min kga pasang,min kga pasang
4000,@IndosatCare trus w mo liat apaan kntod.pic.twitter.com/tTNbmQOESH,,
4001,@IndosatCare ini kenapa yah? Paket nya ga masuk2pic.twitter.com/Fsa7sBMgtU,yah paket,yah paket
4002,@IndosatCare ini kenapa ya? Tbtb kuota abis dan ga perpanjang otomatis?pic.twitter.com/TwyoABZXyK,ya kuota perpanjang,ya kuota perpanjang
4003,@IndosatCare @IndosatCare ini yang kurasakan di saat paket yellow ku aktif dan masih ad kuotanya.. tiba2 ada sms pulsa terpotong... 26rb!!!! tolong kejelasan nya?!?!?! CC @aduanBRTIpic.twitter.com/BcJalqx9JD,sms pulsa rb nya,sms pulsa rb nya
4004,@IndosatCare saya komplain masalah koneksi internet masa penjelasan nya gtu doang..pic.twitter.com/k1i4OY9EFt,koneksi internet nya,koneksi internet nya
4005,"@IndosatCare gw pake paket freedom lho.. Ko gini amat sinyalnya, ni gw kirim ginian pake provider laen lhopic.twitter.com/BWcVcLRPer",paket freedom lho ko ginian provider laen,paket freedom lho ko ginian provider laen
4006,"@IndosatCare sisa kuota saya masih banyak kenapa speed nya koq malah diturunin sampe 120 kbps...?
Cc @aduanBRTIpic.twitter.com/qhjHqUyEPv",sisa kuota speed nya diturunin kbps,sisa kuota speed nya diturunin kbps
4007,Saya gak pernah registrasi apapun knp tiba2 ada sms yg yg kyk gni?setiap ada sms pulsa kepotong trspic.twitter.com/u9PREnDzDy,registrasi gni sms pulsa,registrasi gni sms pulsa
4008,Kenapa begini mulu ya?pic.twitter.com/rQX36NTfxQ,mulu,mulu
4009,"@IndosatCare tolong perbaiki speed internetnya,,,,lemot parahhh,,,thankspic.twitter.com/8SKrjOnhJJ",speed,speed
4010,Masih banyak min..disuruh beli paket lagi nih?18GB nya gabisa dipake gitu????kocak ya indosatpic.twitter.com/akHwYaFRZI,min paket gb kocak ya,min paket gb kocak ya
4011,"@IndosatCare Kak kuota saya masih banyak, kenapa pulsanya terpotongpic.twitter.com/kCrYRLsor9",kak kuota,kak kuota
4012,"@IndosatCare min, saya udah pake paket yellow, dan udah behasil, tapi kok pulsa kepotong RP.9900pic.twitter.com/U71dKyfhXj",min behasil pulsa,min behasil pulsa
4013,Masih no service kak:(pic.twitter.com/c6EgAX22aE,,
4014,@IndosatCare pulsa saya hilang tanpa sebab beberapa menit yang lalu maksut nya apa !pic.twitter.com/AiuHVYJ8kJ,pulsa menit,pulsa menit
4015,@IndosatCare tolong di bantu kakpic.twitter.com/77BdFRorAe,,
4016,gak ada pemberitauan tiba2 pulsa kepotong 085790690379#27 nov# 10000 tolong dibantupic.twitter.com/DWFN1nb3GI,pemberitauan pulsa nov,pemberitauan pulsa nov
